+--------------+--------------+--------------+--------------+------------------+--------------+
|         load |        build |        solve |     evaluate |              cut |        total |
+--------------+--------------+--------------+--------------+------------------+--------------+
heavyNode=978
Total...
Creating variable map...
Creating variable map done 348.360127 msec
Counting QUBO weights...
Counting QUBO weights done 140.912278 msec
Converting QUBO to CRS format...
  Adding weights...
  Adding weights done 504.220982 msec
  Creating CRS data...
  Creating CRS data done 169.257503 msec
Converting QUBO to CRS format done 674.301323 msec
scaling factor: 5.89379e+07
number of QUBO weights: 9527014, rate: 74.3%
Solve...
Progress: 1.402[s], energy -2348750581688339, penalty energy 0, src id 0
Progress: 70.119[s], energy -2367409080940305, penalty energy 0, src id 0
Progress: 70.559[s], energy -2367476835120588, penalty energy 0, src id 0
Progress: 70.559[s], energy -2367530574304015, penalty energy 0, src id 0
Progress: 71.029[s], energy -2367557778340971, penalty energy 0, src id 0
Progress: 71.029[s], energy -2367562361716874, penalty energy 0, src id 0
Progress: 71.326[s], energy -2367575837282791, penalty energy 0, src id 0
Progress: 72.045[s], energy -2367578037979518, penalty energy 0, src id 0
Progress: 73.280[s], energy -2367580436252393, penalty energy 0, src id 0
Progress: 85.654[s], energy -2367595118808171, penalty energy 0, src id 0
Progress: 86.694[s], energy -2367674315520178, penalty energy 0, src id 0
Progress: 88.721[s], energy -2367795075564226, penalty energy 0, src id 0
Progress: 88.721[s], energy -2367798116842596, penalty energy 0, src id 0
Progress: 88.721[s], energy -2367827129137543, penalty energy 0, src id 0
Progress: 89.180[s], energy -2367940253317860, penalty energy 0, src id 0
Progress: 89.180[s], energy -2367945335293329, penalty energy 0, src id 0
Progress: 99.384[s], energy -2367951810979535, penalty energy 0, src id 1
Progress: 105.317[s], energy -2368006682203520, penalty energy 0, src id 1
Progress: 111.338[s], energy -2368058354777842, penalty energy 0, src id 1
Progress: 114.268[s], energy -2368060631685769, penalty energy 0, src id 0
Progress: 114.873[s], energy -2368065711681201, penalty energy 0, src id 0
Progress: 115.276[s], energy -2368199574841656, penalty energy 0, src id 0
Progress: 115.276[s], energy -2368221401251828, penalty energy 0, src id 0
Progress: 115.276[s], energy -2368249593742303, penalty energy 0, src id 0
Progress: 115.719[s], energy -2368264973823711, penalty energy 0, src id 0
Progress: 119.288[s], energy -2368272300312339, penalty energy 0, src id 0
Progress: 119.763[s], energy -2368332071273905, penalty energy 0, src id 0
Progress: 119.763[s], energy -2368336861153758, penalty energy 0, src id 0
Progress: 120.156[s], energy -2368340250078312, penalty energy 0, src id 0
Progress: 120.156[s], energy -2368341678984392, penalty energy 0, src id 0
Progress: 120.156[s], energy -2368368252118497, penalty energy 0, src id 0
Progress: 120.519[s], energy -2368369379432507, penalty energy 0, src id 0
Progress: 123.468[s], energy -2368515476341873, penalty energy 0, src id 1
Progress: 129.464[s], energy -2368551598538347, penalty energy 0, src id 1
Progress: 134.132[s], energy -2368728086010674, penalty energy 0, src id 0
Progress: 134.133[s], energy -2368751205978818, penalty energy 0, src id 0
Progress: 134.582[s], energy -2368766470547687, penalty energy 0, src id 0
Progress: 134.582[s], energy -2368779619127163, penalty energy 0, src id 0
Progress: 134.983[s], energy -2368779945635382, penalty energy 0, src id 0
Progress: 138.064[s], energy -2368791382536389, penalty energy 0, src id 0
Progress: 138.064[s], energy -2368819420286414, penalty energy 0, src id 0
Progress: 138.432[s], energy -2368824296533281, penalty energy 0, src id 0
Progress: 138.432[s], energy -2368825097691128, penalty energy 0, src id 0
Progress: 138.432[s], energy -2368825283985120, penalty energy 0, src id 0
Progress: 138.794[s], energy -2368833567529593, penalty energy 0, src id 0
Progress: 139.142[s], energy -2368833610243883, penalty energy 0, src id 0
Progress: 139.142[s], energy -2368837569562466, penalty energy 0, src id 0
Progress: 141.668[s], energy -2368878114116043, penalty energy 0, src id 1
Progress: 147.554[s], energy -2368911882987778, penalty energy 0, src id 1
Progress: 149.940[s], energy -2368915218489902, penalty energy 0, src id 0
Progress: 150.323[s], energy -2368916758619307, penalty energy 0, src id 0
Progress: 153.079[s], energy -2368922408447977, penalty energy 0, src id 0
Progress: 153.528[s], energy -2369003396121895, penalty energy 0, src id 0
Progress: 155.667[s], energy -2369013266156229, penalty energy 0, src id 0
Progress: 156.011[s], energy -2369017158866322, penalty energy 0, src id 0
Progress: 156.359[s], energy -2369017280296263, penalty energy 0, src id 0
Progress: 156.359[s], energy -2369017777023604, penalty energy 0, src id 0
Progress: 159.498[s], energy -2369021070227145, penalty energy 0, src id 1
Progress: 160.877[s], energy -2369032789770062, penalty energy 0, src id 0
Progress: 161.262[s], energy -2369035515177840, penalty energy 0, src id 0
Progress: 161.262[s], energy -2369036302055227, penalty energy 0, src id 0
Progress: 165.522[s], energy -2369040346606445, penalty energy 0, src id 1
Progress: 171.455[s], energy -2369052165174551, penalty energy 0, src id 1
Progress: 177.395[s], energy -2369067107364881, penalty energy 0, src id 1
Progress: 178.229[s], energy -2369092259517332, penalty energy 0, src id 0
Progress: 178.690[s], energy -2369106204057314, penalty energy 0, src id 0
Progress: 179.039[s], energy -2369106716340965, penalty energy 0, src id 0
Progress: 181.193[s], energy -2369165126270211, penalty energy 0, src id 0
Progress: 181.194[s], energy -2369170338827483, penalty energy 0, src id 0
Progress: 181.194[s], energy -2369180288947006, penalty energy 0, src id 0
Progress: 181.194[s], energy -2369185885273058, penalty energy 0, src id 0
Progress: 181.558[s], energy -2369191981143279, penalty energy 0, src id 0
Progress: 181.559[s], energy -2369194151705134, penalty energy 0, src id 0
Progress: 181.559[s], energy -2369195034768715, penalty energy 0, src id 0
Progress: 183.607[s], energy -2369236566936541, penalty energy 0, src id 0
Progress: 183.607[s], energy -2369237780061611, penalty energy 0, src id 0
Progress: 183.607[s], energy -2369239485841893, penalty energy 0, src id 0
Progress: 183.976[s], energy -2369240159223178, penalty energy 0, src id 0
Progress: 186.198[s], energy -2369245968737867, penalty energy 0, src id 0
Progress: 186.199[s], energy -2369252900248434, penalty energy 0, src id 0
Progress: 186.557[s], energy -2369254366910189, penalty energy 0, src id 0
Progress: 186.557[s], energy -2369258032631606, penalty energy 0, src id 0
Progress: 186.557[s], energy -2369263765306464, penalty energy 0, src id 0
Progress: 186.981[s], energy -2369268626283250, penalty energy 0, src id 0
Progress: 186.981[s], energy -2369269608071382, penalty energy 0, src id 0
Progress: 192.179[s], energy -2369272907761958, penalty energy 0, src id 0
Progress: 192.181[s], energy -2369282795818099, penalty energy 0, src id 0
Progress: 192.609[s], energy -2369283706640065, penalty energy 0, src id 0
Progress: 192.609[s], energy -2369289735382073, penalty energy 0, src id 0
Progress: 192.967[s], energy -2369290442859387, penalty energy 0, src id 0
Progress: 195.297[s], energy -2369304617323385, penalty energy 0, src id 0
Progress: 201.500[s], energy -2369307855856781, penalty energy 0, src id 1
Progress: 201.826[s], energy -2369310478890585, penalty energy 0, src id 0
Progress: 203.935[s], energy -2369335698300479, penalty energy 0, src id 0
Progress: 203.935[s], energy -2369339987400589, penalty energy 0, src id 0
Progress: 204.421[s], energy -2369341322153303, penalty energy 0, src id 0
Progress: 204.421[s], energy -2369343202563220, penalty energy 0, src id 0
Progress: 212.295[s], energy -2369350670797947, penalty energy 0, src id 0
Progress: 215.220[s], energy -2369353000663249, penalty energy 0, src id 0
Progress: 215.606[s], energy -2369354896404061, penalty energy 0, src id 0
Progress: 216.210[s], energy -2369354980982319, penalty energy 0, src id 0
Progress: 216.210[s], energy -2369356729908639, penalty energy 0, src id 0
Progress: 217.796[s], energy -2369422466526812, penalty energy 0, src id 0
Progress: 218.219[s], energy -2369422945768863, penalty energy 0, src id 0
Progress: 218.219[s], energy -2369426350556998, penalty energy 0, src id 0
Progress: 218.594[s], energy -2369463346874151, penalty energy 0, src id 0
Progress: 218.978[s], energy -2369464827113986, penalty energy 0, src id 0
Progress: 218.978[s], energy -2369476482087399, penalty energy 0, src id 0
Progress: 256.929[s], energy -2369482615445165, penalty energy 0, src id 0
Progress: 259.514[s], energy -2369493076913334, penalty energy 0, src id 0
Progress: 267.322[s], energy -2369501781607188, penalty energy 0, src id 1
Progress: 273.318[s], energy -2369559479403482, penalty energy 0, src id 1
Progress: 274.622[s], energy -2369575726452771, penalty energy 0, src id 0
Progress: 274.622[s], energy -2369575952217858, penalty energy 0, src id 0
Progress: 274.622[s], energy -2369578521552493, penalty energy 0, src id 0
Progress: 274.923[s], energy -2369579970934342, penalty energy 0, src id 0
Progress: 275.669[s], energy -2369581030244192, penalty energy 0, src id 0
Progress: 277.506[s], energy -2369593455797799, penalty energy 0, src id 0
Progress: 280.108[s], energy -2369608187307901, penalty energy 0, src id 0
Progress: 284.673[s], energy -2369610253420982, penalty energy 0, src id 0
Progress: 284.673[s], energy -2369610651223820, penalty energy 0, src id 0
Progress: 284.673[s], energy -2369623383492799, penalty energy 0, src id 0
Progress: 284.673[s], energy -2369623611329292, penalty energy 0, src id 0
Progress: 287.280[s], energy -2369645396923909, penalty energy 0, src id 0
Progress: 287.606[s], energy -2369659742844948, penalty energy 0, src id 0
Progress: 287.607[s], energy -2369662655396968, penalty energy 0, src id 0
Progress: 297.250[s], energy -2369663249499068, penalty energy 0, src id 0
Progress: 309.477[s], energy -2369711993868951, penalty energy 0, src id 1
Progress: 315.136[s], energy -2369713775393713, penalty energy 0, src id 0
Progress: 315.395[s], energy -2369714975500996, penalty energy 0, src id 1
Progress: 321.430[s], energy -2369722013446384, penalty energy 0, src id 1
Progress: 327.270[s], energy -2369730512711955, penalty energy 0, src id 0
Progress: 327.270[s], energy -2369757051175635, penalty energy 0, src id 0
Progress: 327.667[s], energy -2369775538846989, penalty energy 0, src id 0
Progress: 327.667[s], energy -2369777146699105, penalty energy 0, src id 0
Progress: 327.667[s], energy -2369779163279045, penalty energy 0, src id 0
Progress: 328.064[s], energy -2369779788642022, penalty energy 0, src id 0
Progress: 330.162[s], energy -2369780199553993, penalty energy 0, src id 0
Progress: 331.701[s], energy -2369785207845507, penalty energy 0, src id 0
Progress: 332.048[s], energy -2369793499483486, penalty energy 0, src id 0
Progress: 332.049[s], energy -2369797708846467, penalty energy 0, src id 0
Progress: 334.408[s], energy -2369799421914686, penalty energy 0, src id 0
Progress: 336.561[s], energy -2369803021968975, penalty energy 0, src id 0
Progress: 341.111[s], energy -2369809391898682, penalty energy 0, src id 0
Progress: 363.658[s], energy -2369813000686366, penalty energy 0, src id 1
Progress: 405.166[s], energy -2369857402964524, penalty energy 0, src id 0
Progress: 405.577[s], energy -2369897132785172, penalty energy 0, src id 0
Progress: 406.020[s], energy -2369897519794185, penalty energy 0, src id 0
Progress: 444.162[s], energy -2369899669734986, penalty energy 0, src id 0
Progress: 444.162[s], energy -2369899688402863, penalty energy 0, src id 0
Progress: 471.440[s], energy -2369906999549840, penalty energy 0, src id 1
Progress: 521.018[s], energy -2369910831806478, penalty energy 0, src id 0
Progress: 531.558[s], energy -2369916207291592, penalty energy 0, src id 1
Progress: 537.600[s], energy -2369921875489319, penalty energy 0, src id 1
Progress: 538.842[s], energy -2369922548068776, penalty energy 0, src id 0
Progress: 578.150[s], energy -2369928226195504, penalty energy 0, src id 0
Progress: 591.510[s], energy -2369931800497061, penalty energy 0, src id 0
Progress: 591.510[s], energy -2369932603057076, penalty energy 0, src id 0
Progress: 593.636[s], energy -2369933063765571, penalty energy 0, src id 0
Progress: 603.219[s], energy -2369933781766507, penalty energy 0, src id 1
Progress: 604.729[s], energy -2369944626714097, penalty energy 0, src id 0
Progress: 605.072[s], energy -2369944727128439, penalty energy 0, src id 0
Progress: 605.072[s], energy -2369945118750268, penalty energy 0, src id 0
Progress: 616.759[s], energy -2369948484544859, penalty energy 0, src id 0
Progress: 624.145[s], energy -2369948886052564, penalty energy 0, src id 0
Progress: 624.548[s], energy -2369949702208505, penalty energy 0, src id 0
Progress: 624.548[s], energy -2369950837950271, penalty energy 0, src id 0
Progress: 638.988[s], energy -2369955107687160, penalty energy 0, src id 1
Progress: 653.655[s], energy -2369955330901187, penalty energy 0, src id 0
Progress: 653.980[s], energy -2369958588531311, penalty energy 0, src id 0
Progress: 656.427[s], energy -2369963731416672, penalty energy 0, src id 0
Progress: 658.454[s], energy -2369989165426484, penalty energy 0, src id 0
Progress: 658.455[s], energy -2369991211548018, penalty energy 0, src id 0
Progress: 660.894[s], energy -2369993954435708, penalty energy 0, src id 0
Progress: 661.279[s], energy -2369998886432323, penalty energy 0, src id 0
Progress: 664.462[s], energy -2370000595678483, penalty energy 0, src id 0
Progress: 664.807[s], energy -2370003623476114, penalty energy 0, src id 0
Progress: 680.919[s], energy -2370004495067712, penalty energy 0, src id 1
Progress: 683.202[s], energy -2370055624084624, penalty energy 0, src id 0
Progress: 685.902[s], energy -2370066476105843, penalty energy 0, src id 0
Progress: 685.902[s], energy -2370067937359885, penalty energy 0, src id 0
Progress: 685.903[s], energy -2370068893978344, penalty energy 0, src id 0
Progress: 692.845[s], energy -2370086097227174, penalty energy 0, src id 1
Progress: 696.755[s], energy -2370087232834922, penalty energy 0, src id 0
Progress: 696.756[s], energy -2370087619700028, penalty energy 0, src id 0
Progress: 698.930[s], energy -2370111399933677, penalty energy 0, src id 1
Progress: 704.901[s], energy -2370111672628752, penalty energy 0, src id 1
Progress: 705.366[s], energy -2370136134037736, penalty energy 0, src id 0
Progress: 758.974[s], energy -2370152263458165, penalty energy 0, src id 0
Progress: 758.974[s], energy -2370152341260342, penalty energy 0, src id 0
Progress: 764.532[s], energy -2370172539148933, penalty energy 0, src id 0
Progress: 770.473[s], energy -2370181330008112, penalty energy 0, src id 1
Progress: 776.446[s], energy -2370195184296897, penalty energy 0, src id 1
Progress: 782.363[s], energy -2370237696652873, penalty energy 0, src id 1
Progress: 788.290[s], energy -2370247238591762, penalty energy 0, src id 1
Progress: 790.457[s], energy -2370251040283733, penalty energy 0, src id 0
Progress: 790.457[s], energy -2370251888209728, penalty energy 0, src id 0
Progress: 790.829[s], energy -2370267930989841, penalty energy 0, src id 0
Progress: 796.516[s], energy -2370292659672685, penalty energy 0, src id 0
Progress: 821.390[s], energy -2370293625662480, penalty energy 0, src id 0
Progress: 821.808[s], energy -2370299354484428, penalty energy 0, src id 0
Progress: 827.200[s], energy -2370300659399192, penalty energy 0, src id 0
Progress: 827.200[s], energy -2370305836386326, penalty energy 0, src id 0
Progress: 853.827[s], energy -2370317309932002, penalty energy 0, src id 1
Progress: 855.715[s], energy -2370328698130173, penalty energy 0, src id 0
Progress: 872.248[s], energy -2370345679273277, penalty energy 0, src id 0
Progress: 872.249[s], energy -2370362603525196, penalty energy 0, src id 0
Progress: 872.249[s], energy -2370363768062092, penalty energy 0, src id 0
Progress: 889.373[s], energy -2370371525060292, penalty energy 0, src id 1
Progress: 890.172[s], energy -2370371538026300, penalty energy 0, src id 0
Progress: 901.273[s], energy -2370371589897627, penalty energy 0, src id 1
Progress: 904.114[s], energy -2370373535606770, penalty energy 0, src id 0
Progress: 904.114[s], energy -2370376266533066, penalty energy 0, src id 0
Progress: 904.114[s], energy -2370376298808343, penalty energy 0, src id 0
Progress: 904.114[s], energy -2370378597361107, penalty energy 0, src id 0
Progress: 907.034[s], energy -2370382367928509, penalty energy 0, src id 0
Progress: 913.208[s], energy -2370391741810500, penalty energy 0, src id 1
Progress: 919.155[s], energy -2370393619520471, penalty energy 0, src id 1
Progress: 924.514[s], energy -2370475009674959, penalty energy 0, src id 0
Progress: 924.868[s], energy -2370475570616409, penalty energy 0, src id 0
Progress: 924.869[s], energy -2370479776796917, penalty energy 0, src id 0
Progress: 931.300[s], energy -2370505499658423, penalty energy 0, src id 1
Progress: 936.285[s], energy -2370506078316728, penalty energy 0, src id 0
Progress: 937.372[s], energy -2370506645626619, penalty energy 0, src id 1
Progress: 939.076[s], energy -2370509759055122, penalty energy 0, src id 0
Progress: 939.076[s], energy -2370509761776865, penalty energy 0, src id 0
Solve done 1201894.154056 msec
Total done 1203598.748428 msec
|      8505.62 |       113.90 |   1203600.93 |        89.72 |     4.022047e+07 |   1203804.55 |
heavyNode=978
Total...
Creating variable map...
Creating variable map done 347.891460 msec
Counting QUBO weights...
Counting QUBO weights done 140.934306 msec
Converting QUBO to CRS format...
  Adding weights...
  Adding weights done 496.638376 msec
  Creating CRS data...
  Creating CRS data done 166.520436 msec
Converting QUBO to CRS format done 664.212125 msec
scaling factor: 5.89379e+07
number of QUBO weights: 9527014, rate: 74.3%
Solve...
