+--------------+--------------+--------------+--------------+------------------+--------------+
|         load |        build |        solve |     evaluate |              cut |        total |
+--------------+--------------+--------------+--------------+------------------+--------------+
heavyNode=3533
Total...
Creating variable map...
Creating variable map done 56.170740 msec
Counting QUBO weights...
Counting QUBO weights done 28.968979 msec
Converting QUBO to CRS format...
  Adding weights...
  Adding weights done 206.916840 msec
  Creating CRS data...
  Creating CRS data done 0.395868 msec
Converting QUBO to CRS format done 207.370513 msec
scaling factor: 1.18534e+09
number of QUBO weights: 11351, rate: 0.0%
Solve...
Progress: 0.858[s], energy -477707532803654, penalty energy 0, src id 0
Progress: 7.591[s], energy -477707650657645, penalty energy 0, src id 0
Progress: 7.945[s], energy -477707651239379, penalty energy 0, src id 0
Progress: 7.945[s], energy -477707651239600, penalty energy 0, src id 0
Progress: 8.278[s], energy -477707651245337, penalty energy 0, src id 0
Progress: 8.278[s], energy -477707651570697, penalty energy 0, src id 0
Progress: 8.608[s], energy -477707651572865, penalty energy 0, src id 0
Progress: 8.608[s], energy -477707651576800, penalty energy 0, src id 0
Progress: 8.938[s], energy -477707651645215, penalty energy 0, src id 0
Progress: 9.260[s], energy -477707651729696, penalty energy 0, src id 0
Progress: 9.594[s], energy -477707651731786, penalty energy 0, src id 0
Progress: 9.594[s], energy -477707651752786, penalty energy 0, src id 0
Progress: 9.961[s], energy -477707651753473, penalty energy 0, src id 0
Progress: 10.330[s], energy -477707651754326, penalty energy 0, src id 0
Progress: 10.704[s], energy -477707651760817, penalty energy 0, src id 0
Progress: 11.091[s], energy -477707651762999, penalty energy 0, src id 0
Progress: 11.091[s], energy -477707651764150, penalty energy 0, src id 0
Progress: 11.421[s], energy -477707651769536, penalty energy 0, src id 0
Progress: 11.421[s], energy -477707651770505, penalty energy 0, src id 0
Progress: 11.765[s], energy -477707651771262, penalty energy 0, src id 0
Progress: 11.765[s], energy -477707651771372, penalty energy 0, src id 0
Progress: 13.950[s], energy -477707653985451, penalty energy 0, src id 0
Progress: 14.598[s], energy -477707657909535, penalty energy 0, src id 0
Progress: 14.598[s], energy -477707657952158, penalty energy 0, src id 0
Progress: 14.598[s], energy -477707658742012, penalty energy 0, src id 0
Progress: 14.979[s], energy -477707660121048, penalty energy 0, src id 0
Progress: 15.339[s], energy -477707660334734, penalty energy 0, src id 0
Progress: 15.339[s], energy -477707660383639, penalty energy 0, src id 0
Progress: 15.677[s], energy -477707660437180, penalty energy 0, src id 0
Progress: 16.038[s], energy -477707660454584, penalty energy 0, src id 0
Progress: 16.038[s], energy -477707660454627, penalty energy 0, src id 0
Progress: 16.038[s], energy -477707660458638, penalty energy 0, src id 0
Progress: 16.380[s], energy -477707660463861, penalty energy 0, src id 0
Progress: 16.380[s], energy -477707660464064, penalty energy 0, src id 0
Progress: 16.380[s], energy -477707660474227, penalty energy 0, src id 0
Progress: 16.782[s], energy -477707660486674, penalty energy 0, src id 0
Progress: 16.782[s], energy -477707660486953, penalty energy 0, src id 0
Progress: 16.782[s], energy -477707660486955, penalty energy 0, src id 0
Progress: 17.130[s], energy -477707661297066, penalty energy 0, src id 0
Progress: 17.471[s], energy -477707661300541, penalty energy 0, src id 0
Progress: 17.799[s], energy -477707661300761, penalty energy 0, src id 0
Progress: 17.799[s], energy -477707661303903, penalty energy 0, src id 0
Progress: 17.799[s], energy -477707661304123, penalty energy 0, src id 0
Progress: 18.127[s], energy -477707661306674, penalty energy 0, src id 0
Progress: 18.478[s], energy -477707661308560, penalty energy 0, src id 0
Progress: 18.821[s], energy -477707661517726, penalty energy 0, src id 0
Progress: 18.821[s], energy -477707661517865, penalty energy 0, src id 0
Progress: 20.518[s], energy -477707663471966, penalty energy 0, src id 0
Progress: 20.519[s], energy -477707664339536, penalty energy 0, src id 0
Progress: 20.519[s], energy -477707664942105, penalty energy 0, src id 0
Progress: 20.855[s], energy -477707665092787, penalty energy 0, src id 0
Progress: 20.855[s], energy -477707665094633, penalty energy 0, src id 0
Progress: 20.855[s], energy -477707665099308, penalty energy 0, src id 0
Progress: 21.178[s], energy -477707665106416, penalty energy 0, src id 0
Progress: 21.178[s], energy -477707665124924, penalty energy 0, src id 0
Progress: 21.549[s], energy -477707665132032, penalty energy 0, src id 0
Progress: 21.896[s], energy -477707665157920, penalty energy 0, src id 0
Progress: 22.225[s], energy -477707665161211, penalty energy 0, src id 0
Progress: 22.225[s], energy -477707665163925, penalty energy 0, src id 0
Progress: 22.591[s], energy -477707665165547, penalty energy 0, src id 0
Progress: 24.878[s], energy -477707666346883, penalty energy 0, src id 0
Progress: 25.220[s], energy -477707667109958, penalty energy 0, src id 0
Progress: 25.575[s], energy -477707667416418, penalty energy 0, src id 0
Progress: 25.576[s], energy -477707667426423, penalty energy 0, src id 0
Progress: 25.921[s], energy -477707667512188, penalty energy 0, src id 0
Progress: 26.284[s], energy -477707667514362, penalty energy 0, src id 0
Progress: 37.833[s], energy -477707667593723, penalty energy 0, src id 1
Progress: 44.032[s], energy -477707667645646, penalty energy 0, src id 1
Progress: 46.275[s], energy -477707667803281, penalty energy 0, src id 0
Progress: 46.275[s], energy -477707667942906, penalty energy 0, src id 0
Progress: 46.275[s], energy -477707667946407, penalty energy 0, src id 0
Progress: 46.633[s], energy -477707668432150, penalty energy 0, src id 0
Progress: 46.633[s], energy -477707668455162, penalty energy 0, src id 0
Progress: 47.006[s], energy -477707668550036, penalty energy 0, src id 0
Progress: 47.007[s], energy -477707668553641, penalty energy 0, src id 0
Progress: 47.007[s], energy -477707668555703, penalty energy 0, src id 0
Progress: 47.320[s], energy -477707668564141, penalty energy 0, src id 0
Progress: 47.659[s], energy -477707668569170, penalty energy 0, src id 0
Progress: 47.660[s], energy -477707668569329, penalty energy 0, src id 0
Progress: 48.050[s], energy -477707668574309, penalty energy 0, src id 0
Progress: 48.050[s], energy -477707668575096, penalty energy 0, src id 0
Progress: 48.050[s], energy -477707668576909, penalty energy 0, src id 0
Progress: 48.414[s], energy -477707668579653, penalty energy 0, src id 0
Progress: 48.771[s], energy -477707668598084, penalty energy 0, src id 0
Progress: 48.771[s], energy -477707668604793, penalty energy 0, src id 0
Progress: 48.771[s], energy -477707668606774, penalty energy 0, src id 0
Progress: 49.107[s], energy -477707668624898, penalty energy 0, src id 0
Progress: 49.446[s], energy -477707668627382, penalty energy 0, src id 0
Progress: 49.815[s], energy -477707668628462, penalty energy 0, src id 0
Progress: 49.815[s], energy -477707668628640, penalty energy 0, src id 0
Progress: 50.141[s], energy -477707668687592, penalty energy 0, src id 0
Progress: 50.537[s], energy -477707668689032, penalty energy 0, src id 0
Progress: 50.537[s], energy -477707668692080, penalty energy 0, src id 0
Progress: 51.034[s], energy -477707668692255, penalty energy 0, src id 0
Progress: 52.886[s], energy -477707669180701, penalty energy 0, src id 0
Progress: 53.242[s], energy -477707669383314, penalty energy 0, src id 0
Progress: 53.242[s], energy -477707669447323, penalty energy 0, src id 0
Progress: 53.577[s], energy -477707669712469, penalty energy 0, src id 0
Progress: 53.901[s], energy -477707669789833, penalty energy 0, src id 0
Progress: 54.294[s], energy -477707669806075, penalty energy 0, src id 0
Progress: 54.295[s], energy -477707669806493, penalty energy 0, src id 0
Progress: 54.295[s], energy -477707669806705, penalty energy 0, src id 0
Progress: 57.135[s], energy -477707669822801, penalty energy 0, src id 0
Progress: 57.135[s], energy -477707669837308, penalty energy 0, src id 0
Progress: 57.603[s], energy -477707669846427, penalty energy 0, src id 0
Progress: 57.603[s], energy -477707669849237, penalty energy 0, src id 0
Progress: 57.603[s], energy -477707669849480, penalty energy 0, src id 0
Progress: 57.603[s], energy -477707669853621, penalty energy 0, src id 0
Progress: 57.959[s], energy -477707669860193, penalty energy 0, src id 0
Progress: 58.292[s], energy -477707669860877, penalty energy 0, src id 0
Progress: 58.292[s], energy -477707669860933, penalty energy 0, src id 0
Progress: 58.690[s], energy -477707669862031, penalty energy 0, src id 0
Progress: 59.053[s], energy -477707669862613, penalty energy 0, src id 0
Progress: 59.053[s], energy -477707669862628, penalty energy 0, src id 0
Progress: 59.397[s], energy -477707669865775, penalty energy 0, src id 0
Progress: 59.397[s], energy -477707669866485, penalty energy 0, src id 0
Progress: 59.890[s], energy -477707669866586, penalty energy 0, src id 0
Progress: 62.048[s], energy -477707669894408, penalty energy 0, src id 0
Progress: 62.048[s], energy -477707669907394, penalty energy 0, src id 0
Progress: 62.048[s], energy -477707670005512, penalty energy 0, src id 0
Progress: 62.383[s], energy -477707670024254, penalty energy 0, src id 0
Progress: 62.383[s], energy -477707670030569, penalty energy 0, src id 0
Progress: 62.383[s], energy -477707670060681, penalty energy 0, src id 0
Progress: 62.714[s], energy -477707670086192, penalty energy 0, src id 0
Progress: 63.097[s], energy -477707670086264, penalty energy 0, src id 0
Progress: 66.536[s], energy -477707670103202, penalty energy 0, src id 0
Progress: 66.536[s], energy -477707670103530, penalty energy 0, src id 0
Progress: 66.934[s], energy -477707670103616, penalty energy 0, src id 0
Progress: 75.262[s], energy -477707670105082, penalty energy 0, src id 1
Progress: 81.538[s], energy -477707670114031, penalty energy 0, src id 1
Progress: 87.226[s], energy -477707670124583, penalty energy 0, src id 0
Progress: 87.560[s], energy -477707671633861, penalty energy 0, src id 0
Progress: 87.560[s], energy -477707671709136, penalty energy 0, src id 0
Progress: 87.946[s], energy -477707671853001, penalty energy 0, src id 0
Progress: 87.946[s], energy -477707671857275, penalty energy 0, src id 0
Progress: 87.946[s], energy -477707671866767, penalty energy 0, src id 0
Progress: 88.335[s], energy -477707671874979, penalty energy 0, src id 0
Progress: 88.726[s], energy -477707671880057, penalty energy 0, src id 0
Progress: 88.726[s], energy -477707671881311, penalty energy 0, src id 0
Progress: 89.145[s], energy -477707671883158, penalty energy 0, src id 0
Progress: 89.463[s], energy -477707671917373, penalty energy 0, src id 0
Progress: 89.464[s], energy -477707671917629, penalty energy 0, src id 0
Progress: 89.812[s], energy -477707671940219, penalty energy 0, src id 0
Progress: 90.176[s], energy -477707671942165, penalty energy 0, src id 0
Progress: 90.531[s], energy -477707671944619, penalty energy 0, src id 0
Progress: 92.527[s], energy -477707672054145, penalty energy 0, src id 0
Progress: 92.527[s], energy -477707672054278, penalty energy 0, src id 0
Progress: 92.527[s], energy -477707672063074, penalty energy 0, src id 0
Progress: 92.863[s], energy -477707672130140, penalty energy 0, src id 0
Progress: 92.863[s], energy -477707672137644, penalty energy 0, src id 0
Progress: 93.249[s], energy -477707672263011, penalty energy 0, src id 0
Progress: 93.580[s], energy -477707672266773, penalty energy 0, src id 0
Progress: 93.915[s], energy -477707672267273, penalty energy 0, src id 0
Progress: 100.415[s], energy -477707672270068, penalty energy 0, src id 1
Progress: 106.593[s], energy -477707672271861, penalty energy 0, src id 1
Progress: 112.773[s], energy -477707672276934, penalty energy 0, src id 1
Progress: 114.325[s], energy -477707672531580, penalty energy 0, src id 0
Progress: 114.325[s], energy -477707672567558, penalty energy 0, src id 0
Progress: 114.325[s], energy -477707672586769, penalty energy 0, src id 0
Progress: 114.642[s], energy -477707672590929, penalty energy 0, src id 0
Progress: 114.642[s], energy -477707672592255, penalty energy 0, src id 0
Progress: 114.642[s], energy -477707672592775, penalty energy 0, src id 0
Progress: 114.976[s], energy -477707672616224, penalty energy 0, src id 0
Progress: 115.428[s], energy -477707672616242, penalty energy 0, src id 0
Progress: 116.686[s], energy -477707672641997, penalty energy 0, src id 0
Progress: 117.058[s], energy -477707673227460, penalty energy 0, src id 0
Progress: 117.453[s], energy -477707673340739, penalty energy 0, src id 0
Progress: 117.453[s], energy -477707673359942, penalty energy 0, src id 0
Progress: 117.453[s], energy -477707673363343, penalty energy 0, src id 0
Progress: 117.453[s], energy -477707673374124, penalty energy 0, src id 0
Progress: 117.782[s], energy -477707673389163, penalty energy 0, src id 0
Progress: 117.782[s], energy -477707673389582, penalty energy 0, src id 0
Progress: 118.156[s], energy -477707673390413, penalty energy 0, src id 0
Progress: 118.156[s], energy -477707673390674, penalty energy 0, src id 0
Progress: 118.510[s], energy -477707673391354, penalty energy 0, src id 0
Progress: 118.511[s], energy -477707673391475, penalty energy 0, src id 0
Progress: 118.824[s], energy -477707673430491, penalty energy 0, src id 0
Progress: 118.824[s], energy -477707673430615, penalty energy 0, src id 0
Progress: 119.190[s], energy -477707673432355, penalty energy 0, src id 0
Progress: 119.491[s], energy -477707673432364, penalty energy 0, src id 0
Progress: 119.491[s], energy -477707673458662, penalty energy 0, src id 0
Progress: 119.837[s], energy -477707673458813, penalty energy 0, src id 0
Progress: 131.620[s], energy -477707673459364, penalty energy 0, src id 1
Progress: 137.849[s], energy -477707673459742, penalty energy 0, src id 1
Progress: 144.069[s], energy -477707673459894, penalty energy 0, src id 1
Progress: 150.282[s], energy -477707673460337, penalty energy 0, src id 1
Progress: 156.460[s], energy -477707673461858, penalty energy 0, src id 1
Progress: 159.656[s], energy -477707673468103, penalty energy 0, src id 0
Progress: 160.012[s], energy -477707673470794, penalty energy 0, src id 0
Progress: 160.345[s], energy -477707673470872, penalty energy 0, src id 0
Progress: 160.346[s], energy -477707673472096, penalty energy 0, src id 0
Progress: 160.723[s], energy -477707673473859, penalty energy 0, src id 0
Progress: 160.724[s], energy -477707673473891, penalty energy 0, src id 0
Progress: 163.742[s], energy -477707673596497, penalty energy 0, src id 0
Progress: 164.104[s], energy -477707673638433, penalty energy 0, src id 0
Progress: 164.104[s], energy -477707673641590, penalty energy 0, src id 0
Progress: 164.104[s], energy -477707673641672, penalty energy 0, src id 0
Progress: 164.454[s], energy -477707673715891, penalty energy 0, src id 0
Progress: 164.454[s], energy -477707673715892, penalty energy 0, src id 0
Progress: 164.789[s], energy -477707673716486, penalty energy 0, src id 0
Progress: 164.789[s], energy -477707673716802, penalty energy 0, src id 0
Progress: 165.128[s], energy -477707673716820, penalty energy 0, src id 0
Progress: 165.128[s], energy -477707673717492, penalty energy 0, src id 0
Progress: 165.512[s], energy -477707673717702, penalty energy 0, src id 0
Progress: 165.513[s], energy -477707673717703, penalty energy 0, src id 0
Progress: 165.857[s], energy -477707673718162, penalty energy 0, src id 0
Progress: 166.205[s], energy -477707673718442, penalty energy 0, src id 0
Progress: 169.375[s], energy -477707673720708, penalty energy 0, src id 0
Progress: 169.758[s], energy -477707673723240, penalty energy 0, src id 0
Progress: 169.758[s], energy -477707673723966, penalty energy 0, src id 0
Progress: 170.115[s], energy -477707673726585, penalty energy 0, src id 0
Progress: 170.116[s], energy -477707673727040, penalty energy 0, src id 0
Progress: 170.470[s], energy -477707673727230, penalty energy 0, src id 0
Progress: 172.648[s], energy -477707673737979, penalty energy 0, src id 0
Progress: 172.989[s], energy -477707673738928, penalty energy 0, src id 0
Progress: 172.989[s], energy -477707673746249, penalty energy 0, src id 0
Progress: 173.385[s], energy -477707673752666, penalty energy 0, src id 0
Progress: 181.636[s], energy -477707673752695, penalty energy 0, src id 1
Progress: 187.817[s], energy -477707673752722, penalty energy 0, src id 1
Progress: 193.997[s], energy -477707673755794, penalty energy 0, src id 1
Progress: 200.169[s], energy -477707673756225, penalty energy 0, src id 1
Progress: 203.254[s], energy -477707673800672, penalty energy 0, src id 0
Progress: 203.254[s], energy -477707673959030, penalty energy 0, src id 0
Progress: 203.628[s], energy -477707673984340, penalty energy 0, src id 0
Progress: 203.628[s], energy -477707673998584, penalty energy 0, src id 0
Progress: 204.005[s], energy -477707674078590, penalty energy 0, src id 0
Progress: 204.005[s], energy -477707674078591, penalty energy 0, src id 0
Progress: 204.005[s], energy -477707674171256, penalty energy 0, src id 0
Progress: 204.364[s], energy -477707674504175, penalty energy 0, src id 0
Progress: 204.717[s], energy -477707674504239, penalty energy 0, src id 0
Progress: 205.053[s], energy -477707674524986, penalty energy 0, src id 0
Progress: 209.269[s], energy -477707675055597, penalty energy 0, src id 0
Progress: 209.583[s], energy -477707675145950, penalty energy 0, src id 0
Progress: 209.916[s], energy -477707675226869, penalty energy 0, src id 0
Progress: 209.916[s], energy -477707675227637, penalty energy 0, src id 0
Progress: 209.916[s], energy -477707675228231, penalty energy 0, src id 0
Progress: 210.271[s], energy -477707675233816, penalty energy 0, src id 0
Progress: 210.272[s], energy -477707675233846, penalty energy 0, src id 0
Progress: 210.663[s], energy -477707675233847, penalty energy 0, src id 0
Progress: 214.041[s], energy -477707675244442, penalty energy 0, src id 0
Progress: 217.044[s], energy -477707675245398, penalty energy 0, src id 0
Progress: 217.805[s], energy -477707675245756, penalty energy 0, src id 0
Progress: 217.805[s], energy -477707675245757, penalty energy 0, src id 0
Progress: 219.921[s], energy -477707675269414, penalty energy 0, src id 0
Progress: 219.922[s], energy -477707675274609, penalty energy 0, src id 0
Progress: 219.922[s], energy -477707675294539, penalty energy 0, src id 0
Progress: 220.263[s], energy -477707675299722, penalty energy 0, src id 0
Progress: 220.263[s], energy -477707675324027, penalty energy 0, src id 0
Progress: 220.605[s], energy -477707675324363, penalty energy 0, src id 0
Progress: 224.211[s], energy -477707675324475, penalty energy 0, src id 0
Progress: 227.107[s], energy -477707675353643, penalty energy 0, src id 0
Progress: 227.107[s], energy -477707675364051, penalty energy 0, src id 0
Progress: 227.499[s], energy -477707675365496, penalty energy 0, src id 0
Progress: 227.500[s], energy -477707675366225, penalty energy 0, src id 0
Progress: 227.814[s], energy -477707675409477, penalty energy 0, src id 0
Progress: 230.586[s], energy -477707675411827, penalty energy 0, src id 0
Progress: 230.586[s], energy -477707675413416, penalty energy 0, src id 0
Progress: 232.965[s], energy -477707675431387, penalty energy 0, src id 0
Progress: 233.347[s], energy -477707675443106, penalty energy 0, src id 0
Progress: 233.347[s], energy -477707675446635, penalty energy 0, src id 0
Progress: 233.707[s], energy -477707675449328, penalty energy 0, src id 0
Progress: 233.707[s], energy -477707675449781, penalty energy 0, src id 0
Progress: 257.378[s], energy -477707675456574, penalty energy 0, src id 0
Progress: 257.761[s], energy -477707675802319, penalty energy 0, src id 0
Progress: 257.761[s], energy -477707675806339, penalty energy 0, src id 0
Progress: 258.094[s], energy -477707675959847, penalty energy 0, src id 0
Progress: 258.094[s], energy -477707675961164, penalty energy 0, src id 0
Progress: 258.094[s], energy -477707675978874, penalty energy 0, src id 0
Progress: 258.094[s], energy -477707675981053, penalty energy 0, src id 0
Progress: 258.454[s], energy -477707675989631, penalty energy 0, src id 0
Progress: 258.827[s], energy -477707676118721, penalty energy 0, src id 0
Progress: 258.827[s], energy -477707676119668, penalty energy 0, src id 0
Progress: 258.827[s], energy -477707676127299, penalty energy 0, src id 0
Progress: 262.021[s], energy -477707676137806, penalty energy 0, src id 0
Progress: 262.355[s], energy -477707676139220, penalty energy 0, src id 0
Progress: 265.886[s], energy -477707676161285, penalty energy 0, src id 0
Progress: 265.886[s], energy -477707676163429, penalty energy 0, src id 0
Progress: 265.886[s], energy -477707676181406, penalty energy 0, src id 0
Progress: 266.203[s], energy -477707676186997, penalty energy 0, src id 0
Progress: 266.203[s], energy -477707676205615, penalty energy 0, src id 0
Progress: 266.203[s], energy -477707676211206, penalty energy 0, src id 0
Progress: 266.585[s], energy -477707676211915, penalty energy 0, src id 0
Progress: 268.976[s], energy -477707676338294, penalty energy 0, src id 0
Progress: 268.976[s], energy -477707676354434, penalty energy 0, src id 0
Progress: 268.976[s], energy -477707676367794, penalty energy 0, src id 0
Progress: 272.528[s], energy -477707676439754, penalty energy 0, src id 0
Progress: 272.880[s], energy -477707676448398, penalty energy 0, src id 0
Progress: 272.880[s], energy -477707676448435, penalty energy 0, src id 0
Progress: 273.290[s], energy -477707676449408, penalty energy 0, src id 0
Progress: 273.290[s], energy -477707676449437, penalty energy 0, src id 0
Progress: 273.648[s], energy -477707676449445, penalty energy 0, src id 0
Progress: 275.878[s], energy -477707676460993, penalty energy 0, src id 0
Progress: 277.415[s], energy -477707676470768, penalty energy 0, src id 0
Progress: 277.790[s], energy -477707676475013, penalty energy 0, src id 0
Progress: 278.139[s], energy -477707676492128, penalty energy 0, src id 0
Progress: 280.990[s], energy -477707676493071, penalty energy 0, src id 0
Progress: 287.939[s], energy -477707676495764, penalty energy 0, src id 1
Progress: 294.119[s], energy -477707676496179, penalty energy 0, src id 1
Progress: 300.309[s], energy -477707676496487, penalty energy 0, src id 1
Progress: 305.238[s], energy -477707676496845, penalty energy 0, src id 0
Progress: 305.238[s], energy -477707676498330, penalty energy 0, src id 0
Progress: 305.238[s], energy -477707676498627, penalty energy 0, src id 0
Progress: 305.618[s], energy -477707676515409, penalty energy 0, src id 0
Progress: 305.618[s], energy -477707676518571, penalty energy 0, src id 0
Progress: 305.618[s], energy -477707676518572, penalty energy 0, src id 0
Progress: 305.942[s], energy -477707676527469, penalty energy 0, src id 0
Progress: 305.942[s], energy -477707676527486, penalty energy 0, src id 0
Progress: 305.942[s], energy -477707676527692, penalty energy 0, src id 0
Progress: 308.810[s], energy -477707676527920, penalty energy 0, src id 0
Progress: 309.161[s], energy -477707676529875, penalty energy 0, src id 0
Progress: 309.493[s], energy -477707676530106, penalty energy 0, src id 0
Progress: 313.513[s], energy -477707676537748, penalty energy 0, src id 0
Progress: 313.514[s], energy -477707676537846, penalty energy 0, src id 0
Progress: 314.600[s], energy -477707676537862, penalty energy 0, src id 0
Progress: 325.403[s], energy -477707676537965, penalty energy 0, src id 1
Progress: 331.636[s], energy -477707676538126, penalty energy 0, src id 1
Progress: 337.817[s], energy -477707676538218, penalty energy 0, src id 1
Progress: 339.790[s], energy -477707676554336, penalty energy 0, src id 0
Progress: 340.160[s], energy -477707676564472, penalty energy 0, src id 0
Progress: 342.387[s], energy -477707676565055, penalty energy 0, src id 0
Progress: 342.387[s], energy -477707676585913, penalty energy 0, src id 0
Progress: 342.713[s], energy -477707676633897, penalty energy 0, src id 0
Progress: 342.713[s], energy -477707676634526, penalty energy 0, src id 0
Progress: 343.079[s], energy -477707676634983, penalty energy 0, src id 0
Progress: 343.079[s], energy -477707676635077, penalty energy 0, src id 0
Progress: 345.067[s], energy -477707676654850, penalty energy 0, src id 0
Progress: 345.067[s], energy -477707676656780, penalty energy 0, src id 0
Progress: 345.067[s], energy -477707676657065, penalty energy 0, src id 0
Progress: 348.098[s], energy -477707676657171, penalty energy 0, src id 0
Progress: 348.526[s], energy -477707676661622, penalty energy 0, src id 0
Progress: 351.136[s], energy -477707676661700, penalty energy 0, src id 0
Progress: 351.514[s], energy -477707676661715, penalty energy 0, src id 0
Progress: 356.802[s], energy -477707676678443, penalty energy 0, src id 0
Progress: 356.802[s], energy -477707676679159, penalty energy 0, src id 0
Progress: 357.187[s], energy -477707676684554, penalty energy 0, src id 0
Progress: 359.361[s], energy -477707676714469, penalty energy 0, src id 0
Progress: 369.382[s], energy -477707676714942, penalty energy 0, src id 1
Progress: 375.560[s], energy -477707676715164, penalty energy 0, src id 1
Progress: 381.826[s], energy -477707676715635, penalty energy 0, src id 1
Progress: 388.091[s], energy -477707676715661, penalty energy 0, src id 1
Progress: 392.229[s], energy -477707676715727, penalty energy 0, src id 0
Progress: 392.605[s], energy -477707676807893, penalty energy 0, src id 0
Progress: 392.957[s], energy -477707676818950, penalty energy 0, src id 0
Progress: 406.649[s], energy -477707676818953, penalty energy 0, src id 1
Progress: 412.857[s], energy -477707676819530, penalty energy 0, src id 1
Progress: 418.106[s], energy -477707676825064, penalty energy 0, src id 0
Progress: 418.106[s], energy -477707676825176, penalty energy 0, src id 0
Progress: 418.106[s], energy -477707676825181, penalty energy 0, src id 0
Progress: 418.421[s], energy -477707676825298, penalty energy 0, src id 0
Progress: 421.614[s], energy -477707676841506, penalty energy 0, src id 0
Progress: 421.927[s], energy -477707676844680, penalty energy 0, src id 0
Progress: 422.251[s], energy -477707676844827, penalty energy 0, src id 0
Progress: 431.647[s], energy -477707676845086, penalty energy 0, src id 1
Progress: 437.895[s], energy -477707676845105, penalty energy 0, src id 1
Progress: 449.878[s], energy -477707676879129, penalty energy 0, src id 0
Progress: 450.197[s], energy -477707676974231, penalty energy 0, src id 0
Progress: 450.197[s], energy -477707676976897, penalty energy 0, src id 0
Progress: 450.560[s], energy -477707676977911, penalty energy 0, src id 0
Progress: 450.560[s], energy -477707676978270, penalty energy 0, src id 0
Progress: 450.560[s], energy -477707676979183, penalty energy 0, src id 0
Progress: 450.902[s], energy -477707676981341, penalty energy 0, src id 0
Progress: 451.286[s], energy -477707676981699, penalty energy 0, src id 0
Progress: 454.434[s], energy -477707677089014, penalty energy 0, src id 0
Progress: 454.435[s], energy -477707677089584, penalty energy 0, src id 0
Progress: 454.807[s], energy -477707677189299, penalty energy 0, src id 0
